id,title,addr1,map_x,map_y,flag_nm,type,parking_space,use_time_festival,tel,modified_time,play_time
KC490PC22N011861,설악동B2주차장,강원도 속초시 설악산로 787,128.5213156,38.168858,공영,노외,271,무료,033-639-2663,20221007,00:00 - 23:59
KC490PC22N011863,로데오제1지구 주차장,강원도 속초시 청초호반로 238-13 (청학동),128.5847355,38.20028974,공영,노외,148,무료,033-639-2188,20221007,00:00 - 23:59
KC490PC22N011864,영랑동 주차장,강원도 속초시 영랑로 8,128.5906617,38.214513,공영,노외,220,무료,033-639-2188,20221007,00:00 - 23:59
KC490PC22N011865,사적공원공영주차장,부산광역시 동래구 문화로 62,129.0890876,35.21150529,공영,노외,242,유료,051-550-6635,20220922,00:00 - 23:59
KC490PC22N011881,양산시노상제30공영주차장,경상남도 양산시 물금읍 오봉로 15,128.9966136,35.3268742,공영,노상,70,무료,055-392-2882,20220923,00:00 - 23:59
KC490PC22N011885,양산시노상웅상제1공영주차장,경상남도 양산시 서창로 114,129.167343,35.410843,공영,노상,169,무료,055-392-6262,20220923,00:00 - 23:59
KC490PC22N011886,양산시노상웅상제3공영주차장,경상남도 양산시 번영로 37,129.149311,35.37526979,공영,노상,96,무료,055-392-6262,20220923,00:00 - 23:59
KC490PC22N011887,양산시노상웅상제5공영주차장,경상남도 양산시 소주공단2길 52,129.1512158,35.42086203,공영,노상,82,무료,055-392-6262,20220923,00:00 - 23:59
KC490PC22N011888,양산시노상웅상제7공영주차장,경상남도 양산시 소주공단4길 43,129.1523717,35.41562488,공영,노상,120,무료,055-392-6262,20220923,00:00 - 23:59
KC490PC22N011889,북부동제1공영주차장,경상남도 양산시 장동1길 9,129.0389277,35.34479257,공영,노외,87,유료,055-379-8534,20220923,09:00 - 18:00
KC490PC22N011891,다방공영화물주차장,경상남도 양산시 중앙로 7-20,129.0383473,35.332631,공영,노외,106,유료,055-379-8534,20220923,09:00 - 18:00
KC490PC22N011892,증산공영화물주차장,경상남도 양산시 물금읍 메기로 190,129.0117551,35.3103647,공영,노외,141,유료,055-379-8534,20220923,09:00 - 18:00
KC490PC22N011895,남양산역 주차장,경상남도 양산시 물금읍 메기로 380,129.0191763,35.32300484,공영,노외,72,무료,055-392-2882,20220923,00:00 - 23:59
KC490PC22N011896,물금역 교통광장주차장,경상남도 양산시 물금읍 황산로 347,128.986463,35.306688,공영,노외,50,무료,055-392-2882,20220923,00:00 - 23:59
KC490PC22N011904,정동진역 공영주차장,강원도 강릉시 강동면 정동역길 52,129.0349565,37.68934532,공영,노외,150,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011908,범어사상마공영주차장,부산광역시 금정구 범어사로 307,129.0742632,35.2798631,공영,노외,115,무료,051-519-4512,20221121,00:00 - 23:59
KC490PC22N011909,부곡4동삼차로공영주차장,부산광역시 금정구 서동로78번길 21,129.0941282,35.21689273,공영,노외,70,유료,051-519-4516,20221121,00:00 - 23:59
KC490PC22N011912,3.1 기념탑 주차장,강원도 강릉시 운정길 113,128.8960708,37.791779,공영,노외,150,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011913,경포 번영회 주차장,강원도 강릉시 경포로463번안길 14,128.903524,37.80209586,공영,노외,145,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011914,선교장 노외주차장,강원도 강릉시 운정길 56,128.884631,37.78510115,공영,노외,54,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011916,강릉인라인스케이팅장 주차장,강원도 강릉시 종합운동장길 72-25,128.8924807,37.7727012,공영,노외,95,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011918,구 터미널주차장,강원도 강릉시 강릉대로 257,128.8976357,37.76084609,공영,노외,292,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011919,임당사거리 근처 주차장,강원도 강릉시 강릉대로 257,128.8976357,37.76084609,공영,노외,130,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011923,사천항 공영주차장,강원도 강릉시 사천면 진리항구길 26-5,128.8748635,37.83468527,공영,노외,100,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011926,6주공오거리 근처 주차장1,강원도 강릉시 성덕포남로 70,128.918058,37.761632,공영,노외,82,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011931,연곡면 주민센터앞 게이트볼장 부지,강원도 강릉시 연곡면 왕제골길 5-1,128.8373732,37.8600387,공영,노외,50,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011933,옥천동주차장(구여성회관),강원도 강릉시 동부시장3길 23,128.901599,37.75944344,공영,노외,82,혼합,033-640-5624,20220316,10:00 - 18:00
KC490PC22N011934,소돌 소원(아들)바위 주차장,강원도 강릉시 주문진읍 해안로 1960,128.8296937,37.90475152,공영,노외,116,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011937,주문진 해안주차타워,강원도 강릉시 주문진읍 해안로 1740,128.828778,37.89058775,공영,노외,230,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011938,주문진해수욕장 주차장,강원도 강릉시 주문진읍 주문북로 210,128.8176761,37.91013153,공영,노외,560,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011939,구)기상청주차장,강원도 강릉시 임영로131번길 19,128.8908508,37.75183721,공영,노외,60,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011940,남대천둔치 공영주차장강릉교아래시립의료원앞,강원도 강릉시 경강로 1995,128.8899735,37.74871115,공영,노외,64,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011942,성내동 광장 주차장,강원도 강릉시 경강로2046번길 5,128.894897,37.75148168,공영,노외,75,혼합,033-640-5624,20220316,08:00 - 23:00
KC490PC22N011944,강문 노외공영주차장,강원도 강릉시 창해로350번길 21,128.9179342,37.7955165,공영,노외,177,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011946,홍제동둔치주차장 고가도로아래⇔홍제내곡교 밑,강원도 강릉시 경강로 1952-14,128.8825563,37.7475158,공영,노외,70,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011948,구 농진청부지,강원도 강릉시 강릉대로 76,128.8825979,37.75308841,공영,노외,180,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011949,구 도로관리사업소,강원도 강릉시 경강로1927번길 5-2,128.8830244,37.74838819,공영,노외,68,무료,033-640-5624,20220316,00:00 - 23:59
KC490PC22N011969,신풍동 4,전라북도 군산시 신풍길 47 (신풍동 ),126.7010549,35.97980897,공영,노외,63,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N011973,덕계종합상설시장 주차장,경상남도 양산시 덕계2길 11-16,129.147156,35.369792,공영,노외,55,무료,055-392-6262,20220923,00:00 - 23:59
KC490PC22N011982,운문사주차장,경상북도 청도군 운문면 운문사길 144,128.9567363,35.6715558,민영,노외,150,유료,054-372-0285,20220831,08:30 - 18:00
KC490PC22N011983,청도군청공영주차장,경상북도 청도군 화양읍 청화로 70,128.7339869,35.64725258,공영,노외,200,무료,054-370-6222,20220831,08:00 - 22:00
KC490PC22N011984,청도군보건소공영주차장,경상북도 청도군 화양읍 청화로 79-11,128.7372613,35.64862586,공영,노외,100,무료,054-370-2666,20220831,08:00 - 22:00
KC490PC22N011985,서구청주차장(지상),광주광역시 서구 경열로 33,126.8901112,35.15203177,공영,노외,118,무료,062-360-7773,20221130,09:00 - 23:59
KC490PC22N011989,서구청주차장(타워),광주광역시 서구 경열로 33,126.8901112,35.15203177,공영,노외,143,무료,062-360-7773,20221130,09:00 - 23:59
KC490PC22N011997,권인순 김치찌개 앞,"대전광역시 유성구 노은서로76번길 77, (노은동)",127.3172113,36.36747445,공영,노상,78,무료,042-611-2956,20221202,00:00 - 23:59
KC490PC22N012003,농촌공사 주변,"대전광역시 유성구 한밭대로313번길 21, (장대동)",127.3359327,36.36615237,공영,노상,70,무료,042-611-2956,20221202,00:00 - 23:59
KC490PC22N012004,학사마을 주변,"대전광역시 유성구 유성대로822번길 16, (장대동)",127.3393001,36.3646569,공영,노상,55,무료,042-611-2956,20221202,00:00 - 23:59
KC490PC22N012017,동원수산 앞,대전광역시 유성구 노은동로75번길 82,127.3182829,36.36762703,공영,노상,92,무료,042-611-2956,20221202,00:00 - 23:59
KC490PC22N012037,원동중동 천변 노상,대전광역시 동구 대전천동로 508,127.4266419,36.33267309,공영,노상,62,유료,042-251-4904,20220304,00:00 - 23:59
KC490PC22N012044,가양2동 39-9～49-23번지선,대전광역시 동구 흥룡로 23,127.4464829,36.3487402,공영,노상,76,무료,042-251-4904,20220304,00:00 - 23:59
KC490PC22N012045,가양동 가양천 복개길,대전광역시 동구 우암로 192,127.4411662,36.34042382,공영,노상,97,무료,042-251-4904,20220304,00:00 - 23:59
KC490PC22N012056,합내길(구 가양1동사무소 앞),대전광역시 동구 합내로 51-1,127.4401233,36.34756523,공영,노상,78,무료,042-251-4904,20220304,00:00 - 23:59
KC490PC22N012062,신한은행 노외공영주차장(제2주차장),대전광역시 동구 대전로779번길 10,127.4328648,36.32957338,공영,노외,58,유료,042-251-4904,20220304,00:00 - 23:59
KC490PC22N012067,수송동 7,전라북도 군산시 수송2길 28 (수송동 ),126.716499,35.961743,공영,노외,57,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N012120,노상2,충청북도 진천군 진천읍 상산로 91,127.4441785,36.8548169,공영,노상,75,무료,043-539-3727,20220214,00:00 - 23:59
KC490PC22N012122,노외주차장1,충청북도 진천군 진천읍 중앙동8길 27,127.4474978,36.85781645,공영,노외,508,무료,043-539-3727,20220214,00:00 - 23:59
KC490PC22N012132,수송동 5,전라북도 군산시 동 수송1길 7 (수송동 ),126.717635,35.96483456,공영,노외,60,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N012143,수송동 4,"전라북도 군산시 축동 안길 37 (수송동 , 수송동 제일아파트)",126.712094,35.966778,공영,노외,87,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N012151,청량리시장제4,서울특별시 동대문구 경동시장로47,127.0401598,37.58325164,공영,노상,50,유료,02-6929-0875,20220120,09:00 - 19:00
KC490PC22N012156,정릉천변,서울특별시 동대문구 정릉천동로107,127.0355354,37.58191245,공영,노상,58,혼합,02-6929-0875,20220120,09:00 - 19:00
KC490PC22N012158,외대주차빌딩,서울특별시 동대문구 휘경로28,127.0626233,37.59503764,공영,노외,84,유료,02-6929-0875,20220120,00:00 - 00:00
KC490PC22N012160,덕원공영주차장,서울특별시 동대문구 장한로6길 54,127.0687101,37.56226142,공영,노외,77,유료,02-6929-0876,20220120,00:00 - 00:00
KC490PC22N012166,렉시모텔 앞주차장,경기도 동두천시 어수로 101번길 14,127.0542649,37.9031456,공영,노상,72,무료,031-860-2307,20220106,00:00 - 00:00
KC490PC22N012175,보산동전철하부주차장,경기도 동두천시 평화로 2601,127.0564246,37.91948747,공영,노외,70,무료,031-860-2307,20220106,00:00 - 00:00
KC490PC22N012176,송내1주차장,경기도 동두천시 중앙로 110-17,127.0539419,37.89141396,공영,노외,111,유료,031-860-2307,20220106,09:00 - 22:00
KC490PC22N012178,송내4주차장,경기도 동두천시 동두천로 89,127.052425,37.89084467,공영,노외,89,유료,031-860-2307,20220106,09:00 - 22:00
KC490PC22N012180,큰시장공영주차장,경기도 동두천시 큰시장로 57,127.0512898,37.90018222,공영,노외,63,유료,031-860-2307,20220106,09:00 - 20:00
KC490PC22N012183,동두천역주차장,경기도 동두천시 평화로 2695,127.0561134,37.92821733,공영,노외,68,무료,031-860-2307,20220106,00:00 - 00:00
KC490PC22N012184,동두천중앙역주차장,경기도 동두천시 큰시장로 8-11,127.0565348,37.9012097,공영,부설,114,무료,031-860-2307,20220106,00:00 - 00:00
KC490PC22N012205,월롱2공영 주차장,경기도 파주시 월롱면 통일로 983,126.7920265,37.79701253,공영,노외,72,무료,031-950-1975,20221026,00:00 - 23:59
KC490PC22N012207,야당역 환승 주차장,경기도 파주시 송학1길 67-27,126.7616476,37.71398629,공영,노외,51,무료,031-940-4784,20221026,00:00 - 23:59
KC490PC22N012208,소룡동 6,"전라북도 군산시 설림3길14, 드림마트 (소룡동 )",126.680812,35.975857,공영,노외,50,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N012210,금촌2공영 주차장,경기도 파주시 금빛로 42,126.7676123,37.75250379,공영,노외,318,유료,031-950-1975,20221026,09:00 - 22:00
KC490PC22N012217,운정역환승 주차장,경기도 파주시 소리천로 155,126.7662652,37.72618921,공영,노외,378,유료,031-950-1975,20221026,09:00 - 22:00
KC490PC22N012219,고성군공영노상주차장,경상남도 고성군 고성읍 중앙로 56,128.3263804,34.97404549,공영,노상,75,유료,055-670-2335,20211229,08:00 - 22:00
KC490PC22N012220,고성군공영노상주차장,경상남도 고성군 고성읍 동외로 156,128.3261216,34.975134,공영,노상,120,유료,055-670-2335,20211229,08:00 - 22:00
KC490PC22N012222,고성군고성시장공영주차장,경상남도 고성군 고성읍 중앙로25번길 70-19,128.3243955,34.97726138,공영,노외,50,유료,055-670-2335,20211229,08:00 - 22:00
KC490PC22N012270,동성로 노상주차장,경상북도 경주시 동성로 87-1 (노동동),129.2101355,35.8434113,공영,노상,79,유료,054-750-8714,20211203,09:00 - 20:00
KC490PC22N012275,증평문화원 주차장,충청북도 증평군 증평읍 문화로 75,127.5898957,36.78619921,공영,노외,50,무료,043-835-3942,20221111,00:00 - 23:59
KC490PC22N012276,미암리 1053 주차장,충청북도 증평군 증평읍 시화1길 34,127.5898305,36.79899101,공영,노외,98,무료,043-835-3942,20221111,00:00 - 23:59
KC490PC22N012282,연꽃단지 노상주차장,경상북도 경주시 원화로 119,129.2246507,35.83394353,공영,노상,56,유료,054-750-8714,20211203,09:00 - 20:00
KC490PC22N012284,제1공영주차장,경상북도 경주시 중앙로 47번길 13,129.2103796,35.84383404,공영,노외,199,유료,054-750-8712,20211203,09:00 - 20:00
KC490PC22N012285,신경주역공영주차장,경상북도 경주시 건천읍 신경주역로 80,129.1393974,35.79808003,공영,노외,232,유료,054-750-8718,20211203,06:00 - 00:10
KC490PC22N012286,시청사주차장,경상북도 경주시 양정로 260,129.2247236,35.85619791,공영,노외,111,유료,054-750-8714,20211203,09:00 - 19:00
KC490PC22N012288,평생학습가족관공영주차장,경상북도 경주시 북성로 87,129.2106859,35.84802526,공영,노외,163,유료,054-750-8712,20211203,09:00 - 20:00
KC490PC22N012348,제1공영주차장(로터리주차장),전라남도 강진군 강진읍 남성리 영랑로 44,126.7677264,34.639607,공영,노상,65,무료,061-430-3945,20211125,00:00 - 23:59
KC490PC22N012351,제7공영주차장(시장주차타워),전라남도 강진군 강진읍 동성리 시장길 17-14,126.7741157,34.64034375,공영,노상,65,무료,061-430-3945,20211125,00:00 - 23:59
KC490PC22N012362,응암3동 공영주차장,서울특별시 은평구 불광천길436,126.915289,37.593506,공영,노외,160,유료,02-350-5188,20211101,00:00 - 23:59
KC490PC22N012364,서신초교지하공영주차장,서울특별시 은평구 은평터널로150,126.906839,37.5923108,공영,노외,110,유료,02-375-3822,20211101,00:00 - 23:59
KC490PC22N012365,구산동마을공원지하공영주차장,서울특별시 은평구 서오릉로17길,126.908474,37.614751,공영,노외,77,유료,080-330-3600,20211101,00:00 - 23:59
KC490PC22N012366,연신중학교지하공영주차장,서울특별시 은평구 연서로33길16-32,126.925099,37.623324,공영,노외,137,유료,070-3721-3619,20211101,00:00 - 23:59
KC490PC22N012383,가오천주차장,서울특별시 강북구 한천로150길 46,127.025127,37.64361484,공영,노상,60,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012385,번동햇살주차장,서울특별시 강북구 오현로21길 84,127.0334082,37.62510041,공영,노외,187,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012386,미아동주차장,서울특별시 강북구 도봉로61길 46,127.022331,37.628521,공영,노외,155,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012387,수유일공원주차장,서울특별시 강북구 삼양로79길 5,127.017431,37.630619,공영,노외,91,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012388,가오리주차장,서울특별시 강북구 삼양로107길 30,127.014951,37.64160556,공영,노외,120,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012390,연수공영주차장(연수3동주차장),인천광역시 연수구 원인재로 312,126.697429,37.422757,공영,노외,222,유료,032-830-8054,20211025,00:00 - 23:59
KC490PC22N012391,연수 벚꽃로 공영주차장,인천광역시 연수구 벚꽃로 123,126.679501,37.417025,공영,노외,117,무료,032-749-8752,20211025,00:00 - 23:59
KC490PC22N012392,수유2동주차장,서울특별시 강북구 한천로160길 40,127.021877,37.64603012,공영,노외,62,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012393,송천동주차장,서울특별시 강북구 숭인로7나길 23,127.025126,37.614536,공영,노외,59,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012394,송중동주차장,서울특별시 강북구 월계로7길 36,127.033569,37.611602,공영,노외,53,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012395,인수동주차장,서울특별시 강북구 삼양로92길 34,127.0185352,37.63617032,공영,노외,73,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012398,아카데미주차장,서울특별시 강북구 419로25길 11,127.0053218,37.6428716,공영,노상,61,유료,02-944-3025,20221017,00:00 - 23:59
KC490PC22N012399,봉동 화물공영주차장,전라북도 완주군 봉동읍 봉동로 886,127.1146352,35.98688624,공영,노외,371,무료,063-290-2805,20221012,00:00 - 23:59
KC490PC22N012400,고산공영주차장2,전라북도 완주군 고산면 고산로 88,127.2064897,35.97483786,공영,노외,56,무료,063-290-2805,20221012,00:00 - 23:59
KC490PC22N012403,청학공영주차장(1),인천광역시 연수구 청학로 6번길 291 부근(청학동 151-4),126.6661793,37.42665823,공영,노외,68,유료,032-830-8054,20211025,00:00 - 23:59
KC490PC22N012409,샘말공원지하주차장,인천광역시 연수구 샘말로 68-5,126.680404,37.414036,공영,노외,72,유료,032-570-7151,20211025,00:00 - 23:59
KC490PC22N012411,문학장미공원주차장,인천광역시 연수구 함박안로 81-12,126.679109,37.42685707,공영,노외,85,무료,032-440-5953,20211025,00:00 - 23:59
KC490PC22N012412,연수역 주차장(환승주차장),인천광역시 연수구 함박뫼로50번길 101,126.678183,37.41861634,공영,노외,121,유료,02-788-5097,20211025,00:00 - 23:59
KC490PC22N012414,제4공영주차장(송도),인천광역시 연수구 갯벌로 143,126.649749,37.38512915,공영,노외,50,무료,032-858-4806,20211025,00:00 - 23:59
KC490PC22N012416,제8공영주차장(송도),인천광역시 연수구 인천타워대로25번길 10,126.6450942,37.375934,공영,노외,69,무료,032-858-4806,20211025,00:00 - 23:59
KC490PC22N012421,옥련동복개천주차장,인천광역시 연수구 대암로 33,126.653199,37.418449,공영,노상,125,무료,032-749-8753,20211025,00:00 - 23:59
KC490PC22N012423,연수동 함박마을 주변,인천광역시 연수구 함박안로62번길 84,126.6835104,37.425836,공영,노상,314,무료,032-749-8753,20211025,00:00 - 23:59
KC490PC22N012426,함박로 주차장,인천광역시 연수구 함박로 67번길 1,126.684683,37.425602,공영,노상,89,무료,032-749-8753,20211025,00:00 - 23:59
KC490PC22N012427,앵고개로 기업은행 일원,인천광역시 연수구 앵고개로 248,126.671248,37.408315,공영,노상,132,유료,032-830-8054,20211025,09:00 - 19:00
KC490PC22N012511,소룡동 5,전라북도 군산시 설림5길 24 (소룡동 ),126.684764,35.970871,공영,노외,70,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N012580,소룡동 1,전라북도 군산시 솔꼬지1길 46 (소룡동 ),126.6877147,35.97977859,공영,노외,60,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N012622,동춘당로94번길 노상주차장,대전광역시 대덕구 동춘당로94번길,127.437814,36.36761394,공영,노상,55,혼합,042-608-5292,20211026,00:00 - 00:00
KC490PC22N012623,계족산로81번길 노상주차장,대전광역시 대덕구 계족산로81번길,127.4387394,36.36524873,공영,노상,58,혼합,042-608-5292,20211026,00:00 - 00:00
KC490PC22N012624,동춘당생애길②공영주차장,대전광역시 대덕구 계족산로 2,127.4320468,36.36130553,공영,노외,257,혼합,042-608-5292,20211026,00:00 - 00:00
KC490PC22N012628,송촌진가쟁이공영주차장,대전광역시 대덕구 선비마을로5번길 26,127.4451812,36.3628019,공영,노외,55,무료,042-608-5294,20211026,00:00 - 00:00
KC490PC22N012630,산중골주차장,대전광역시 대덕구 계족로740번길 80,127.4314525,36.37825746,공영,노외,89,무료,042-608-5294,20211026,00:00 - 00:00
KC490PC22N012632,대덕산업단지주차장,대전광역시 대덕구 문평동로 16,127.4035878,36.4461062,공영,노외,111,무료,042-608-5294,20211026,00:00 - 00:00
KC490PC22N012636,중리미래공영주차장,대전광역시 대덕구 중리로75번길 9,127.4244456,36.3656212,공영,노외,51,혼합,042-608-5294,20211026,00:00 - 00:00
KC490PC22N012642,회덕동 공영주차장,대전광역시 대덕구 대전로 1378번길,127.4217681,36.3767305,공영,노외,66,무료,042-608-5294,20211026,00:00 - 00:00
KC490PC22N012644,장동욕골지구 공영주차장,대전광역시 대덕구 장동로 223-10,127.4380339,36.4140307,공영,노외,91,무료,042-608-5294,20211026,00:00 - 00:00
KC490PC22N012645,아미산주차장,경상북도 군위군 고로면 삼국유사로 1147,128.838996,36.169201,공영,노외,142,무료,054-380-6255,20211026,00:00 - 23:59
KC490PC22N012646,군위군청주차장,경상북도 군위군 군위읍 군청로 200,128.5725142,36.24323422,공영,부설,460,무료,054-380-6255,20211026,00:00 - 23:59
KC490PC22N012650,군위읍사무소주차장,경상북도 군위군 군위읍 중앙길 134,128.5683968,36.24011805,공영,부설,62,무료,054-380-6255,20211026,00:00 - 23:59
KC490PC22N012658,광주공원앞공영주차장,광주광역시 남구 중앙로107번길 28,126.910171,35.147951,공영,노외,50,무료,062-607-4231,20211026,00:00 - 00:00
KC490PC22N012660,유안근린공원공영주차장,광주광역시 남구 봉선로 195,126.9166045,35.1231668,공영,노외,101,무료,062-607-4231,20211026,08:00 - 22:00
KC490PC22N012666,고창읍성,전라북도 고창군 고창읍 동리로 117,126.7052494,35.43291542,공영,노외,158,무료,063-560-2572,20211001,01:00 - 23:59
KC490PC22N012667,고창읍사무소,전라북도 고창군 고창읍 모양성로 26,126.7030544,35.43446031,공영,노외,56,무료,063-560-2572,20211001,01:00 - 23:59
KC490PC22N012672,해리면 소재지,전라북도 고창군 해리면 하련1길 2,126.5413817,35.45946148,공영,노외,50,무료,063-560-2572,20211001,01:00 - 23:59
KC490PC22N012675,신영장주차장,전라북도 고창군 고창읍 성산1길 4-3,126.6975655,35.43559889,공영,노외,55,무료,063-560-2572,20211001,01:00 - 23:59
KC490PC22N012676,월곡지하차도 앞,전라북도 고창군 고창읍 월곡로 83,126.7113675,35.44038681,공영,노외,106,무료,063-560-2572,20211001,01:00 - 23:59
KC490PC22N012680,모듈화산업단지제2,울산광역시 북구 모듈화산업로 109(효문동),129.3766966,35.57101717,공영,노외,145,무료,052-241-7982,20221010,00:00 - 23:59
KC490PC22N012687,효문노상,울산광역시 북구 사청4길 18(화봉동),129.3611337,35.58716076,공영,노상,141,무료,052-241-7982,20221010,00:00 - 23:59
KC490PC22N012694,구유동일원,울산광역시 북구 판지1길 5(구유동),129.4527776,35.61345358,공영,노외,60,무료,052-241-7982,20221010,00:00 - 23:59
KC490PC22N012698,모듈화산업단지제1,울산광역시 북구 모듈화산업로 207-1(연암동),129.3745221,35.57989441,공영,노외,80,무료,052-241-7982,20221010,00:00 - 23:59
KC490PC22N012718,장림동 복합 공영주차장,부산광역시 사하구 장림로 106,128.9608026,35.08166819,공영,노외,236,유료,051-220-4511,20221021,00:00 - 23:59
KC490PC22N012719,우정(조암),경기도 화성시 우정읍 조암남로33번길 6,126.8187972,37.08452752,공영,노외,124,유료,031-357-6548,20211020,00:00 - 23:59
KC490PC22N012720,남양재래시장,경기도 화성시 남양읍 남양시장로55번길 16,126.8166028,37.20947469,공영,노외,82,유료,031-357-6548,20211020,00:00 - 23:59
KC490PC22N012726,동화 중심 주차타워,경기도 화성시 봉담읍 동화길 93-9,126.9591795,37.2169126,공영,노외,217,유료,031-357-6548,20211020,00:00 - 23:59
KC490PC22N012732,한빛(북광장지하),경기도 화성시 동탄중심상가2길 21,127.0735665,37.20596735,공영,노외,152,유료,031-8059-6538,20211020,00:00 - 23:59
KC490PC22N012733,다은(남광장지하),경기도 화성시 동탄중심상가1길 21,127.0723739,37.20083002,공영,노외,158,유료,031-8059-6538,20211020,00:00 - 23:59
KC490PC22N012766,구영공원공영주차장,울산광역시 울주군 범서읍 점촌 4길 86,129.241447,35.572548,공영,노외,231,유료,052-229-9584,20211022,06:00 - 22:00
KC490PC22N012770,방배복개도로 제2지역,서울특별시 서초구 동작대로 68,126.982344,37.4825829,공영,노상,137,유료,02-2155-7289,20211005,10:00 - 23:00
KC490PC22N012771,방배중앙로,서울특별시 서초구 방배중앙로27길 2,126.9856521,37.49538847,공영,노상,52,유료,02-2155-7289,20211005,10:00 - 20:00
KC490PC22N012773,청계산근린광장,서울특별시 서초구 청계산로 218,127.0565312,37.44591394,공영,노외,97,유료,02-2155-7294,20211005,09:00 - 18:00
KC490PC22N012775,구룡주차빌딩,서울특별시 서초구 동산로19길 37,127.045908,37.474112,공영,노외,107,유료,02-2155-7290,20211005,00:00 - 00:00
KC490PC22N012776,반포 둥근마을,서울특별시 서초구 서초중앙로31길 14-5,127.010444,37.50003447,공영,노외,179,유료,02-2155-7287,20211005,00:00 - 00:00
KC490PC22N012777,동산마을,서울특별시 서초구 강남대로8길 77,127.044326,37.470008,공영,노외,121,유료,02-2155-7294,20211005,00:00 - 00:00
KC490PC22N012778,반포동 방음언덕형,서울특별시 서초구 주흥3길 34,127.0183127,37.50497462,공영,노외,94,유료,02-2155-7287,20211005,00:00 - 00:00
KC490PC22N012779,언남문화체육센터,서울특별시 서초구 동산로 55,127.0442425,37.4724059,공영,노외,190,유료,02-2155-7290,20211005,00:00 - 00:00
KC490PC22N012781,반포4동 주민센터,서울특별시 서초구 사평대로28길 70,127.0003038,37.497432,공영,노외,51,유료,02-2155-7287,20211005,00:00 - 00:00
KC490PC22N012782,방배열린문화센터,서울특별시 서초구 방배로 173,126.9922476,37.48900635,공영,노외,109,유료,02-2155-7289,20211005,00:00 - 00:00
KC490PC22N012783,방배1동,서울특별시 서초구 방배로23길 31-6,126.9925601,37.4854672,공영,노외,123,유료,02-2155-7289,20211005,00:00 - 00:00
KC490PC22N012786,신호1주차장,전라남도 고흥군 고흥읍 신호산장길 8,127.2968822,34.6057379,공영,노외,158,무료,061-830-6018,20210924,00:00 - 23:59
KC490PC22N012787,신호4주차장,전라남도 고흥군 고흥읍 신호산장길 8,127.2968822,34.6057379,공영,노외,202,무료,061-830-6018,20210924,00:00 - 23:59
KC490PC22N012788,수송초등학교,서울특별시 강북구 한천로124길 14,127.0332067,37.637324,공영,노외,185,유료,02-944-3025,20221004,00:00 - 23:59
KC490PC22N012790,수유2동,서울특별시 강북구 한천로160길 40,127.0218735,37.6460297,공영,노외,62,유료,02-944-3025,20221004,00:00 - 23:59
KC490PC22N012798,수철리 공영주차장,충청남도 예산군 예산읍 수철길 307,126.8740901,36.7091528,공영,노외,63,무료,041-339-7699,20221013,00:00 - 23:59
KC490PC22N012800,우성면 주차장,충청남도 공주시 우성면 동대리길 90,127.053372,36.469475,공영,노외,50,무료,041-840-8503,20221121,00:00 - 23:59
KC490PC22N012806,반죽동 공영주차장,충청남도 공주시 봉황로 83-4,127.1207809,36.453651,공영,노외,92,무료,041-840-8503,20221121,00:00 - 23:59
KC490PC22N012818,당곡중공영주차장,서울특별시 관악구 봉천로 13길 101,126.932678,37.492357,공영,노외,159,유료,02-2081-2686,20221202,00:00 - 23:59
